EntryDate,EntryPrice,ExpiryDate,ExitPrice,SpotPrice_Close,Strike,Premium,Outcome,PnL_Call,PnL_Stock,PnL_Realized,PnL_Unrealized,PnL_Total,Ticker
2016-04-05,49.737770080566406,2016-05-04,50.732525482177735,53.6444091796875,50.732525482177735,0.9947554016113281,Called,0.9947554016113281,0.9947554016113287,1.989510803222657,0.0,1.989510803222657,GL
2016-05-04,53.6444091796875,2016-06-03,54.717297363281254,56.09417724609375,54.717297363281254,1.07288818359375,Called,1.07288818359375,1.0728881835937543,2.145776367187504,0.0,2.145776367187504,GL
2016-06-03,56.09417724609375,2016-07-05,56.163307189941406,56.163307189941406,57.21606079101563,1.121883544921875,Not Called,1.121883544921875,0.06912994384765625,1.121883544921875,0.06912994384765625,1.1910134887695312,GL
2016-07-05,56.163307189941406,2016-08-03,57.25159454345703,57.25159454345703,57.286573333740236,1.123266143798828,Not Called,1.123266143798828,1.088287353515625,1.123266143798828,1.088287353515625,2.211553497314453,GL
2016-08-03,57.25159454345703,2016-09-01,58.39662643432617,60.12580871582031,58.39662643432617,1.1450318908691406,Called,1.1450318908691406,1.1450318908691415,2.290063781738282,0.0,2.290063781738282,GL
2016-09-01,60.12580871582031,2016-10-03,59.31656646728516,59.31656646728516,61.32832489013672,1.2025161743164063,Not Called,1.2025161743164063,-0.8092422485351491,1.2025161743164063,-0.8092422485351491,0.3932739257812572,GL
2016-10-03,59.31656646728516,2016-11-01,59.03663635253906,59.03663635253906,60.50289779663087,1.1863313293457034,Not Called,1.1863313293457034,-0.27993011474610086,1.1863313293457034,-0.27993011474610086,0.9064012145996025,GL
2016-11-01,59.03663635253906,2016-12-01,60.217369079589844,66.52225494384766,60.217369079589844,1.1807327270507812,Called,1.1807327270507812,1.1807327270507812,2.3614654541015625,0.0,2.3614654541015625,GL
2016-12-01,66.52225494384766,2017-01-03,67.8527000427246,68.90869140625,67.8527000427246,1.3304450988769532,Called,1.3304450988769532,1.3304450988769503,2.6608901977539032,0.0,2.6608901977539032,GL
2017-01-03,68.90869140625,2017-02-02,68.79662322998047,68.79662322998047,70.286865234375,1.378173828125,Not Called,1.378173828125,-0.11206817626953125,1.378173828125,-0.11206817626953125,1.2661056518554688,GL
2017-02-02,68.79662322998047,2017-03-06,70.17255569458008,72.77535247802734,70.17255569458008,1.3759324645996094,Called,1.3759324645996094,1.3759324645996145,2.7518649291992237,0.0,2.7518649291992237,GL
2017-03-06,72.77535247802734,2017-04-04,71.8894271850586,71.8894271850586,74.2308595275879,1.4555070495605469,Not Called,1.4555070495605469,-0.88592529296875,1.4555070495605469,-0.88592529296875,0.5695817565917969,GL
2017-04-04,71.8894271850586,2017-05-04,71.78649139404297,71.78649139404297,73.32721572875977,1.437788543701172,Not Called,1.437788543701172,-0.102935791015625,1.437788543701172,-0.102935791015625,1.334852752685547,GL
2017-05-04,71.78649139404297,2017-06-05,70.9910659790039,70.9910659790039,73.22222122192383,1.4357298278808595,Not Called,1.4357298278808595,-0.7954254150390625,1.4357298278808595,-0.7954254150390625,0.640304412841797,GL
2017-06-05,70.9910659790039,2017-07-05,72.01226043701172,72.01226043701172,72.41088729858399,1.4198213195800782,Not Called,1.4198213195800782,1.0211944580078125,1.4198213195800782,1.0211944580078125,2.4410157775878907,GL
2017-07-05,72.01226043701172,2017-08-03,73.45250564575196,73.92505645751953,73.45250564575196,1.4402452087402344,Called,1.4402452087402344,1.4402452087402366,2.880490417480471,0.0,2.880490417480471,GL
2017-08-03,73.92505645751953,2017-09-01,72.68737030029297,72.68737030029297,75.40355758666992,1.4785011291503907,Not Called,1.4785011291503907,-1.2376861572265625,1.4785011291503907,-1.2376861572265625,0.24081497192382817,GL
2017-09-01,72.68737030029297,2017-10-03,74.14111770629883,75.3971939086914,74.14111770629883,1.4537474060058595,Called,1.4537474060058595,1.45374740600586,2.9074948120117194,0.0,2.9074948120117194,GL
2017-10-03,75.3971939086914,2017-11-01,76.90513778686524,79.62472534179688,76.90513778686524,1.5079438781738281,Called,1.5079438781738281,1.5079438781738332,3.015887756347661,0.0,3.015887756347661,GL
2017-11-01,79.62472534179688,2017-12-01,81.21721984863281,83.16632080078125,81.21721984863281,1.5924945068359375,Called,1.5924945068359375,1.5924945068359335,3.184989013671871,0.0,3.184989013671871,GL
2017-12-01,83.16632080078125,2018-01-03,84.82964721679687,84.98877716064453,84.82964721679687,1.6633264160156251,Called,1.6633264160156251,1.6633264160156216,3.3266528320312467,0.0,3.3266528320312467,GL
2018-01-03,84.98877716064453,2018-02-02,83.0033187866211,83.0033187866211,86.68855270385743,1.6997755432128907,Not Called,1.6997755432128907,-1.9854583740234375,1.6997755432128907,-1.9854583740234375,-0.2856828308105468,GL
2018-02-02,83.0033187866211,2018-03-06,79.71932983398438,79.71932983398438,84.66338516235352,1.6600663757324219,Not Called,1.6600663757324219,-3.2839889526367188,1.6600663757324219,-3.2839889526367188,-1.6239225769042969,GL
2018-03-06,79.71932983398438,2018-04-05,80.09740447998047,80.09740447998047,81.31371643066406,1.5943865966796875,Not Called,1.5943865966796875,0.37807464599609375,1.5943865966796875,0.37807464599609375,1.9724612426757813,GL
2018-04-05,80.09740447998047,2018-05-04,80.56880187988281,80.56880187988281,81.69935256958009,1.6019480895996094,Not Called,1.6019480895996094,0.47139739990234375,1.6019480895996094,0.47139739990234375,2.0733454895019534,GL
2018-05-04,80.56880187988281,2018-06-05,80.06913757324219,80.06913757324219,82.18017791748046,1.6113760375976562,Not Called,1.6113760375976562,-0.499664306640625,1.6113760375976562,-0.499664306640625,1.1117117309570312,GL
2018-06-05,80.06913757324219,2018-07-05,77.73206329345703,77.73206329345703,81.67052032470703,1.6013827514648438,Not Called,1.6013827514648438,-2.3370742797851562,1.6013827514648438,-2.3370742797851562,-0.7356915283203125,GL
2018-07-05,77.73206329345703,2018-08-03,79.28670455932617,82.05838775634766,79.28670455932617,1.5546412658691406,Called,1.5546412658691406,1.5546412658691366,3.1092825317382773,0.0,3.1092825317382773,GL
2018-08-03,82.05838775634766,2018-09-04,83.34304809570312,83.34304809570312,83.69955551147461,1.6411677551269532,Not Called,1.6411677551269532,1.2846603393554688,1.6411677551269532,1.2846603393554688,2.925828094482422,GL
2018-09-04,83.34304809570312,2018-10-03,82.38897705078125,82.38897705078125,85.0099090576172,1.6668609619140626,Not Called,1.6668609619140626,-0.954071044921875,1.6668609619140626,-0.954071044921875,0.7127899169921876,GL
2018-10-03,82.38897705078125,2018-11-01,80.76126098632812,80.76126098632812,84.03675659179687,1.647779541015625,Not Called,1.647779541015625,-1.627716064453125,1.647779541015625,-1.627716064453125,0.02006347656250007,GL
2018-11-01,80.76126098632812,2018-12-03,81.90636444091797,81.90636444091797,82.3764862060547,1.6152252197265626,Not Called,1.6152252197265626,1.1451034545898438,1.6152252197265626,1.1451034545898438,2.7603286743164066,GL
2018-12-03,81.90636444091797,2019-01-04,73.65708923339844,73.65708923339844,83.54449172973634,1.6381272888183593,Not Called,1.6381272888183593,-8.249275207519531,1.6381272888183593,-8.249275207519531,-6.611147918701172,GL
2019-01-04,73.65708923339844,2019-02-05,75.13023101806641,79.16696166992188,75.13023101806641,1.4731417846679689,Called,1.4731417846679689,1.4731417846679733,2.946283569335942,0.0,2.946283569335942,GL
2019-02-05,79.16696166992188,2019-03-07,77.0521240234375,77.0521240234375,80.75030090332031,1.5833392333984375,Not Called,1.5833392333984375,-2.114837646484375,1.5833392333984375,-2.114837646484375,-0.5314984130859375,GL
2019-03-07,77.0521240234375,2019-04-05,78.59316650390625,81.07748413085938,78.59316650390625,1.5410424804687501,Called,1.5410424804687501,1.5410424804687466,3.0820849609374967,0.0,3.0820849609374967,GL
2019-04-05,81.07748413085938,2019-05-07,82.2558364868164,82.2558364868164,82.69903381347656,1.6215496826171876,Not Called,1.6215496826171876,1.1783523559570312,1.6215496826171876,1.1783523559570312,2.799902038574219,GL
2019-05-07,82.2558364868164,2019-06-06,83.90095321655274,84.50796508789062,83.90095321655274,1.645116729736328,Called,1.645116729736328,1.6451167297363298,3.290233459472658,0.0,3.290233459472658,GL
2019-06-06,84.50796508789062,2019-07-08,86.19812438964844,86.51690673828125,86.19812438964844,1.6901593017578125,Called,1.6901593017578125,1.6901593017578165,3.380318603515629,0.0,3.380318603515629,GL
2019-07-08,86.51690673828125,2019-08-06,82.24197387695312,82.24197387695312,88.24724487304688,1.730338134765625,Not Called,1.730338134765625,-4.274932861328125,1.730338134765625,-4.274932861328125,-2.5445947265625,GL
2019-08-06,82.24197387695312,2019-09-05,83.88681335449219,86.48832702636719,83.88681335449219,1.6448394775390625,Called,1.6448394775390625,1.6448394775390653,3.289678955078128,0.0,3.289678955078128,GL
2019-09-05,86.48832702636719,2019-10-04,88.21809356689454,90.15113830566406,88.21809356689454,1.7297665405273437,Called,1.7297665405273437,1.7297665405273506,3.459533081054694,0.0,3.459533081054694,GL
2019-10-04,90.15113830566406,2019-11-04,91.95416107177735,93.44200897216795,91.95416107177735,1.8030227661132814,Called,1.8030227661132814,1.803022766113287,3.6060455322265685,0.0,3.6060455322265685,GL
2019-11-04,93.44200897216795,2019-12-04,95.31084915161132,96.9332275390625,95.31084915161132,1.8688401794433591,Called,1.8688401794433591,1.8688401794433673,3.7376803588867267,0.0,3.7376803588867267,GL
2019-12-04,96.9332275390625,2020-01-06,98.87189208984375,99.1279296875,98.87189208984375,1.93866455078125,Called,1.93866455078125,1.9386645507812545,3.8773291015625047,0.0,3.8773291015625047,GL
2020-01-06,99.1279296875,2020-02-05,101.11048828125,103.5707778930664,101.11048828125,1.98255859375,Called,1.98255859375,1.9825585937499994,3.9651171874999998,0.0,3.9651171874999998,GL
2020-02-05,103.5707778930664,2020-03-06,82.74195098876953,82.74195098876953,105.64219345092773,2.0714155578613282,Not Called,2.0714155578613282,-20.828826904296875,2.0714155578613282,-20.828826904296875,-18.757411346435546,GL
2020-03-06,82.74195098876953,2020-04-06,68.86428833007812,68.86428833007812,84.39679000854493,1.6548390197753906,Not Called,1.6548390197753906,-13.877662658691406,1.6548390197753906,-13.877662658691406,-12.222823638916015,GL
2020-04-06,68.86428833007812,2020-05-06,70.24157409667968,71.08726501464844,70.24157409667968,1.3772857666015625,Called,1.3772857666015625,1.3772857666015597,2.754571533203122,0.0,2.754571533203122,GL
2020-05-06,71.08726501464844,2020-06-05,72.5090103149414,82.32666778564453,72.5090103149414,1.4217453002929688,Called,1.4217453002929688,1.4217453002929688,2.8434906005859375,0.0,2.8434906005859375,GL
2020-06-05,82.32666778564453,2020-07-07,68.6871337890625,68.6871337890625,83.97320114135742,1.6465333557128907,Not Called,1.6465333557128907,-13.639533996582031,1.6465333557128907,-13.639533996582031,-11.993000640869141,GL
2020-07-07,68.6871337890625,2020-08-05,70.06087646484374,77.14093017578125,70.06087646484374,1.37374267578125,Called,1.37374267578125,1.3737426757812443,2.7474853515624944,0.0,2.7474853515624944,GL
2020-08-05,77.14093017578125,2020-09-03,78.62996673583984,78.62996673583984,78.68374877929688,1.542818603515625,Not Called,1.542818603515625,1.4890365600585938,1.542818603515625,1.4890365600585938,3.031855163574219,GL
2020-09-03,78.62996673583984,2020-10-05,79.12210083007812,79.12210083007812,80.20256607055664,1.5725993347167968,Not Called,1.5725993347167968,0.49213409423828125,1.5725993347167968,0.49213409423828125,2.064733428955078,GL
2020-10-05,79.12210083007812,2020-11-03,80.70454284667969,81.99156951904297,80.70454284667969,1.5824420166015625,Called,1.5824420166015625,1.5824420166015614,3.1648840332031236,0.0,3.1648840332031236,GL
2020-11-03,81.99156951904297,2020-12-03,83.63140090942383,91.42805480957033,83.63140090942383,1.6398313903808595,Called,1.6398313903808595,1.6398313903808628,3.279662780761722,0.0,3.279662780761722,GL
2020-12-03,91.42805480957033,2021-01-05,88.90523529052734,88.90523529052734,93.25661590576173,1.8285610961914065,Not Called,1.8285610961914065,-2.522819519042983,1.8285610961914065,-2.522819519042983,-0.6942584228515765,GL
2021-01-05,88.90523529052734,2021-02-04,89.75236511230469,89.75236511230469,90.68333999633789,1.7781047058105468,Not Called,1.7781047058105468,0.8471298217773438,1.7781047058105468,0.8471298217773438,2.6252345275878906,GL
2021-02-04,89.75236511230469,2021-03-08,91.54741241455078,95.96549987792967,91.54741241455078,1.7950473022460938,Called,1.7950473022460938,1.7950473022460898,3.5900946044921835,0.0,3.5900946044921835,GL
2021-03-08,95.96549987792967,2021-04-07,95.60182189941406,95.60182189941406,97.88480987548827,1.9193099975585934,Not Called,1.9193099975585934,-0.3636779785156108,1.9193099975585934,-0.3636779785156108,1.5556320190429826,GL
2021-04-07,95.60182189941406,2021-05-06,97.51385833740234,102.74608612060548,97.51385833740234,1.9120364379882813,Called,1.9120364379882813,1.9120364379882773,3.8240728759765585,0.0,3.8240728759765585,GL
2021-05-06,102.74608612060548,2021-06-07,102.92977905273438,102.92977905273438,104.8010078430176,2.05492172241211,Not Called,2.05492172241211,0.18369293212889204,2.05492172241211,0.18369293212889204,2.238614654541002,GL
2021-06-07,102.92977905273438,2021-07-07,91.68373107910156,91.68373107910156,104.98837463378906,2.0585955810546874,Not Called,2.0585955810546874,-11.246047973632812,2.0585955810546874,-11.246047973632812,-9.187452392578125,GL
2021-07-07,91.68373107910156,2021-08-05,89.726806640625,89.726806640625,93.5174057006836,1.8336746215820312,Not Called,1.8336746215820312,-1.9569244384765625,1.8336746215820312,-1.9569244384765625,-0.1232498168945313,GL
2021-08-05,89.726806640625,2021-09-03,91.34465789794922,91.34465789794922,91.5213427734375,1.7945361328125,Not Called,1.7945361328125,1.6178512573242188,1.7945361328125,1.6178512573242188,3.4123873901367188,GL
2021-09-03,91.34465789794922,2021-10-05,88.93648529052734,88.93648529052734,93.17155105590821,1.8268931579589844,Not Called,1.8268931579589844,-2.408172607421875,1.8268931579589844,-2.408172607421875,-0.5812794494628906,GL
2021-10-05,88.93648529052734,2021-11-03,89.80058288574219,89.80058288574219,90.71521499633789,1.778729705810547,Not Called,1.778729705810547,0.8640975952148438,1.778729705810547,0.8640975952148438,2.642827301025391,GL
2021-11-03,89.80058288574219,2021-12-03,86.32469177246094,86.32469177246094,91.59659454345703,1.7960116577148437,Not Called,1.7960116577148437,-3.47589111328125,1.7960116577148437,-3.47589111328125,-1.6798794555664063,GL
2021-12-03,86.32469177246094,2022-01-04,88.05118560791016,94.55810546875,88.05118560791016,1.7264938354492188,Called,1.7264938354492188,1.7264938354492188,3.4529876708984375,0.0,3.4529876708984375,GL
2022-01-04,94.55810546875,2022-02-03,96.449267578125,99.6443328857422,96.449267578125,1.891162109375,Called,1.891162109375,1.8911621093750028,3.782324218750003,0.0,3.782324218750003,GL
2022-02-03,99.6443328857422,2022-03-07,91.68601989746094,91.68601989746094,101.63721954345705,1.992886657714844,Not Called,1.992886657714844,-7.958312988281264,1.992886657714844,-7.958312988281264,-5.96542633056642,GL
2022-03-07,91.68601989746094,2022-04-05,93.51974029541016,98.30067443847656,93.51974029541016,1.8337203979492187,Called,1.8337203979492187,1.8337203979492216,3.6674407958984405,0.0,3.6674407958984405,GL
2022-04-05,98.30067443847656,2022-05-05,96.9650421142578,96.9650421142578,100.2666879272461,1.9660134887695313,Not Called,1.9660134887695313,-1.3356323242187642,1.9660134887695313,-1.3356323242187642,0.6303811645507671,GL
2022-05-05,96.9650421142578,2022-06-06,95.26869201660156,95.26869201660156,98.90434295654296,1.939300842285156,Not Called,1.939300842285156,-1.6963500976562358,1.939300842285156,-1.6963500976562358,0.2429507446289203,GL
2022-06-06,95.26869201660156,2022-07-07,96.66436004638672,96.66436004638672,97.1740658569336,1.9053738403320313,Not Called,1.9053738403320313,1.3956680297851562,1.9053738403320313,1.3956680297851562,3.3010418701171877,GL
2022-07-07,96.66436004638672,2022-08-05,95.62873077392578,95.62873077392578,98.59764724731446,1.9332872009277344,Not Called,1.9332872009277344,-1.0356292724609375,1.9332872009277344,-1.0356292724609375,0.8976579284667969,GL
2022-08-05,95.62873077392578,2022-09-06,95.23793029785156,95.23793029785156,97.5413053894043,1.9125746154785157,Not Called,1.9125746154785157,-0.39080047607421875,1.9125746154785157,-0.39080047607421875,1.521774139404297,GL
2022-09-06,95.23793029785156,2022-10-05,97.14268890380859,104.07001495361328,97.14268890380859,1.9047586059570314,Called,1.9047586059570314,1.9047586059570278,3.8095172119140592,0.0,3.8095172119140592,GL
2022-10-05,104.07001495361328,2022-11-03,106.15141525268555,109.95130920410156,106.15141525268555,2.0814002990722655,Called,2.0814002990722655,2.0814002990722713,4.162800598144537,0.0,4.162800598144537,GL
2022-11-03,109.95130920410156,2022-12-05,112.15033538818359,116.2848892211914,112.15033538818359,2.1990261840820313,Called,2.1990261840820313,2.1990261840820295,4.398052368164061,0.0,4.398052368164061,GL
2022-12-05,116.2848892211914,2023-01-05,117.85963439941406,117.85963439941406,118.61058700561523,2.325697784423828,Not Called,2.325697784423828,1.5747451782226562,2.325697784423828,1.5747451782226562,3.9004429626464843,GL
2023-01-05,117.85963439941406,2023-02-06,119.1344223022461,119.1344223022461,120.21682708740235,2.3571926879882814,Not Called,2.3571926879882814,1.2747879028320312,2.3571926879882814,1.2747879028320312,3.6319805908203127,GL
2023-02-06,119.1344223022461,2023-03-08,116.10432434082033,116.10432434082033,121.51711074829102,2.382688446044922,Not Called,2.382688446044922,-3.030097961425767,2.382688446044922,-3.030097961425767,-0.6474095153808452,GL
2023-03-08,116.10432434082033,2023-04-06,105.86840057373048,105.86840057373048,118.42641082763673,2.3220864868164064,Not Called,2.3220864868164064,-10.235923767089844,2.3220864868164064,-10.235923767089844,-7.913837280273437,GL
2023-04-06,105.86840057373048,2023-05-08,106.40885162353516,106.40885162353516,107.9857685852051,2.1173680114746096,Not Called,2.1173680114746096,0.5404510498046733,2.1173680114746096,0.5404510498046733,2.657819061279283,GL
2023-05-08,106.40885162353516,2023-06-07,106.30076599121094,106.30076599121094,108.53702865600586,2.128177032470703,Not Called,2.128177032470703,-0.10808563232421875,2.128177032470703,-0.10808563232421875,2.0200914001464843,GL
2023-06-07,106.30076599121094,2023-07-10,108.42678131103516,110.04444122314452,108.42678131103516,2.126015319824219,Called,2.126015319824219,2.1260153198242193,4.252030639648439,0.0,4.252030639648439,GL
2023-07-10,110.04444122314452,2023-08-08,112.24533004760741,112.3682098388672,112.24533004760741,2.2008888244628904,Called,2.2008888244628904,2.2008888244628935,4.401777648925783,0.0,4.401777648925783,GL
2023-08-08,112.3682098388672,2023-09-07,106.97233581542967,106.97233581542967,114.61557403564454,2.247364196777344,Not Called,2.247364196777344,-5.395874023437528,2.247364196777344,-5.395874023437528,-3.1485098266601845,GL
2023-09-07,106.97233581542967,2023-10-06,109.11178253173827,111.35668182373048,109.11178253173827,2.1394467163085937,Called,2.1394467163085937,2.1394467163085977,4.278893432617192,0.0,4.278893432617192,GL
2023-10-06,111.35668182373048,2023-11-06,113.58381546020509,114.50418853759766,113.58381546020509,2.2271336364746097,Called,2.2271336364746097,2.227133636474605,4.454267272949215,0.0,4.454267272949215,GL
2023-11-06,114.50418853759766,2023-12-06,116.7942723083496,121.48001861572266,116.7942723083496,2.290083770751953,Called,2.290083770751953,2.2900837707519486,4.580167541503902,0.0,4.580167541503902,GL
2023-12-06,121.48001861572266,2024-01-08,119.80712890625,119.80712890625,123.90961898803711,2.4296003723144532,Not Called,2.4296003723144532,-1.6728897094726562,2.4296003723144532,-1.6728897094726562,0.756710662841797,GL
2024-01-08,119.80712890625,2024-02-07,121.0625228881836,121.0625228881836,122.20327148437501,2.396142578125,Not Called,2.396142578125,1.2553939819335938,2.396142578125,1.2553939819335938,3.651536560058594,GL
2024-02-07,121.0625228881836,2024-03-08,122.1993179321289,122.1993179321289,123.48377334594727,2.421250457763672,Not Called,2.421250457763672,1.1367950439453125,2.421250457763672,1.1367950439453125,3.5580455017089845,GL
2024-03-08,122.1993179321289,2024-04-09,106.60401916503906,106.60401916503906,124.64330429077148,2.443986358642578,Not Called,2.443986358642578,-15.595298767089844,2.443986358642578,-15.595298767089844,-13.151312408447266,GL
2015-01-02,3.4730000495910645,2015-02-03,3.5424600505828856,3.588000059127808,3.5424600505828856,0.06946000099182129,Called,0.06946000099182129,0.06946000099182115,0.13892000198364243,0.0,0.13892000198364243,SMCI
2015-02-03,3.588000059127808,2015-03-05,3.659760060310364,3.934999942779541,3.659760060310364,0.07176000118255617,Called,0.07176000118255617,0.0717600011825561,0.14352000236511225,0.0,0.14352000236511225,SMCI
2015-03-05,3.934999942779541,2015-04-06,3.367000102996826,3.367000102996826,4.0136999416351316,0.07869999885559083,Not Called,0.07869999885559083,-0.5679998397827148,0.07869999885559083,-0.5679998397827148,-0.48929984092712403,SMCI
2015-04-06,3.367000102996826,2015-05-05,2.9100000858306885,2.9100000858306885,3.4343401050567626,0.06734000205993652,Not Called,0.06734000205993652,-0.4570000171661377,0.06734000205993652,-0.4570000171661377,-0.3896600151062012,SMCI
2015-05-05,2.9100000858306885,2015-06-04,2.9682000875473022,3.351999998092652,2.9682000875473022,0.05820000171661377,Called,0.05820000171661377,0.05820000171661377,0.11640000343322754,0.0,0.11640000343322754,SMCI
2015-06-04,3.351999998092652,2015-07-06,2.7980000972747803,2.7980000972747803,3.419039998054505,0.06703999996185304,Not Called,0.06703999996185304,-0.5539999008178715,0.06703999996185304,-0.5539999008178715,-0.4869599008560185,SMCI
2015-07-06,2.7980000972747803,2015-08-04,2.5810000896453857,2.5810000896453857,2.853960099220276,0.05596000194549561,Not Called,0.05596000194549561,-0.21700000762939453,0.05596000194549561,-0.21700000762939453,-0.16104000568389892,SMCI
2015-08-04,2.5810000896453857,2015-09-02,2.4809999465942383,2.4809999465942383,2.6326200914382936,0.05162000179290772,Not Called,0.05162000179290772,-0.10000014305114746,0.05162000179290772,-0.10000014305114746,-0.048380141258239744,SMCI
2015-09-02,2.4809999465942383,2015-10-02,2.530619945526123,2.7730000019073486,2.530619945526123,0.04961999893188477,Called,0.04961999893188477,0.049619998931884624,0.09923999786376939,0.0,0.09923999786376939,SMCI
2015-10-02,2.7730000019073486,2015-11-02,2.8284600019454955,2.9660000801086426,2.8284600019454955,0.055460000038146974,Called,0.055460000038146974,0.055460000038146884,0.11092000007629385,0.0,0.11092000007629385,SMCI
2015-11-02,2.9660000801086426,2015-12-02,2.6559998989105225,2.6559998989105225,3.0253200817108157,0.05932000160217285,Not Called,0.05932000160217285,-0.3100001811981201,0.05932000160217285,-0.3100001811981201,-0.25068017959594724,SMCI
2015-12-02,2.6559998989105225,2016-01-04,2.365000009536743,2.365000009536743,2.709119896888733,0.05311999797821045,Not Called,0.05311999797821045,-0.2909998893737793,0.05311999797821045,-0.2909998893737793,-0.23787989139556884,SMCI
2016-01-04,2.365000009536743,2016-02-03,2.412300009727478,3.211999893188477,2.412300009727478,0.04730000019073487,Called,0.04730000019073487,0.04730000019073488,0.09460000038146975,0.0,0.09460000038146975,SMCI
2016-02-03,3.211999893188477,2016-03-04,3.263000011444092,3.263000011444092,3.2762398910522466,0.06423999786376954,Not Called,0.06423999786376954,0.05100011825561479,0.06423999786376954,0.05100011825561479,0.11524011611938433,SMCI
2016-03-04,3.263000011444092,2016-04-05,3.3282600116729735,3.4179999828338623,3.3282600116729735,0.06526000022888184,Called,0.06526000022888184,0.06526000022888168,0.13052000045776352,0.0,0.13052000045776352,SMCI
2016-04-05,3.4179999828338623,2016-05-04,2.6519999504089355,2.6519999504089355,3.48635998249054,0.06835999965667724,Not Called,0.06835999965667724,-0.7660000324249268,0.06835999965667724,-0.7660000324249268,-0.6976400327682495,SMCI
2016-05-04,2.6519999504089355,2016-06-03,2.657000064849853,2.657000064849853,2.7050399494171145,0.05303999900817871,Not Called,0.05303999900817871,0.005000114440917525,0.05303999900817871,0.005000114440917525,0.05804011344909624,SMCI
2016-06-03,2.657000064849853,2016-07-05,2.381999969482422,2.381999969482422,2.71014006614685,0.053140001296997065,Not Called,0.053140001296997065,-0.2750000953674312,0.053140001296997065,-0.2750000953674312,-0.22186009407043414,SMCI
2016-07-05,2.381999969482422,2016-08-03,2.053999900817871,2.053999900817871,2.4296399688720705,0.04763999938964844,Not Called,0.04763999938964844,-0.3280000686645508,0.04763999938964844,-0.3280000686645508,-0.2803600692749023,SMCI
2016-08-03,2.053999900817871,2016-09-01,2.0950798988342285,2.21399998664856,2.0950798988342285,0.04107999801635742,Called,0.04107999801635742,0.04107999801635742,0.08215999603271484,0.0,0.08215999603271484,SMCI
