NumberShares,EntryDate,EntryPrice,ExpiryDate,ExitPrice,SpotPrice_Close,Strike,Premium,Outcome,PnL_Call,PnL_Stock,PnL_Realized,PnL_Unrealized,PnL_Total,PnL_Percent,PnL_Call_Position,PnL_Stock_Position,PnL_Realized_Position,PnL_Unrealized_Position,PnL_Total_position,Ticker
42.42321376,19/08/2019,235.7200012,18/09/2019,235.1699982,235.1699982,240.4344012,0,Not Called,0,-0.550003052,0,-0.550003052,-0.550003052,-5.50E-05,0,-23.33289704,0,-23.33289704,-23.33289704,BIIB
746.268678,19/08/2019,13.39999962,18/09/2019,13.66799961,17.78000069,13.66799961,0,Called,0,0.267999992,0.267999992,0,0.267999992,2.68E-05,0,200,200,0,200,MRNA
941.8705442,19/08/2019,10.61717033,18/09/2019,10.82951374,11.69182205,10.82951374,0,Called,0,0.212343407,0.212343407,0,0.212343407,2.12E-05,0,200,200,0,200,PCG
192.4346882,19/08/2019,51.96568298,18/09/2019,53.00499664,55.64294052,53.00499664,0,Called,0,1.03931366,1.03931366,0,1.03931366,0.000103931,0,200,200,0,200,ABBV
56.29996777,19/08/2019,177.6199951,18/09/2019,175.8000031,175.8000031,181.172395,0,Not Called,0,-1.819992065,0,-1.819992065,-1.819992065,-0.000181999,0,-102.4654946,0,-102.4654946,-102.4654946,ALGN
42.52243091,18/09/2019,235.1699982,17/10/2019,225.6000061,225.6000061,239.8733981,0,Not Called,0,-9.569992065,0,-9.569992065,-9.569992065,-0.000956999,0,-406.9393264,0,-406.9393264,-406.9393264,BIIB
56.8828204,18/09/2019,175.8000031,17/10/2019,179.3160031,213.9199982,179.3160031,0,Called,0,3.516000061,3.516000061,0,3.516000061,0.0003516,0,200,200,0,200,ALGN
855.2986827,18/09/2019,11.69182205,17/10/2019,7.791231155,7.791231155,11.92565849,0,Not Called,0,-3.900590897,0,-3.900590897,-3.900590897,-0.000390059,0,-3336.170256,0,-3336.170256,-3336.170256,PCG
43.60338432,18/09/2019,229.3399963,17/10/2019,233.9267963,248.1000061,233.9267963,0,Called,0,4.586799927,4.586799927,0,4.586799927,0.00045868,0,200,200,0,200,ULTA
456.6912549,18/09/2019,21.89663124,17/10/2019,22.12272453,22.12272453,22.33456387,0,Not Called,0,0.226093292,0,0.226093292,0.226093292,2.26E-05,0,103.2548294,0,103.2548294,103.2548294,TPR
44.32623994,17/10/2019,225.6000061,15/11/2019,230.1120062,282.269989,230.1120062,0,Called,0,4.512000122,4.512000122,0,4.512000122,0.0004512,0,200,200,0,200,BIIB
1283.4942,17/10/2019,7.791231155,15/11/2019,7.383261681,7.383261681,7.947055779,0,Not Called,0,-0.407969475,0,-0.407969475,-0.407969475,-4.08E-05,0,-523.6264547,0,-523.6264547,-523.6264547,PCG
452.02389,17/10/2019,22.12272453,15/11/2019,22.56517902,23.27060318,22.56517902,0,Called,0,0.442454491,0.442454491,0,0.442454491,4.42E-05,0,200,200,0,200,TPR
198.2553583,17/10/2019,50.43999863,15/11/2019,51.4487986,59.75,51.4487986,0,Called,0,1.008799973,1.008799973,0,1.008799973,0.00010088,0,200,200,0,200,CRWD
398.4063684,17/10/2019,25.10000038,15/11/2019,19.31999969,19.31999969,25.60200039,0,Not Called,0,-5.780000687,0,-5.780000687,-5.780000687,-0.000578,0,-2302.789083,0,-2302.789083,-2302.789083,ENPH
1354.41495,15/11/2019,7.383261681,17/12/2019,7.530926914,10.85597992,7.530926914,0,Called,0,0.147665234,0.147665234,0,0.147665234,1.48E-05,0,200,200,0,200,PCG
517.5983519,15/11/2019,19.31999969,17/12/2019,19.70639969,25.85000038,19.70639969,0,Called,0,0.386399994,0.386399994,0,0.386399994,3.86E-05,0,200,200,0,200,ENPH
105.5094883,15/11/2019,94.77820587,17/12/2019,96.67376999,110.8645554,96.67376999,0,Called,0,1.895564117,1.895564117,0,1.895564117,0.000189556,0,200,200,0,200,EXPE
830.6510438,15/11/2019,12.03874969,17/12/2019,12.27952469,12.4375,12.27952469,0,Called,0,0.240774994,0.240774994,0,0.240774994,2.41E-05,0,200,200,0,200,ANET
167.3640167,15/11/2019,59.75,17/12/2019,48.38999939,48.38999939,60.945,0,Not Called,0,-11.36000061,0,-11.36000061,-11.36000061,-0.001136,0,-1901.255332,0,-1901.255332,-1901.255332,CRWD
206.65427,17/12/2019,48.38999939,17/01/2020,49.35779938,63.45000076,49.35779938,0,Called,0,0.967799988,0.967799988,0,0.967799988,9.68E-05,0,200,200,0,200,CRWD
921.1512986,17/12/2019,10.85597992,17/01/2020,11.07309952,13.01523685,11.07309952,0,Called,0,0.217119598,0.217119598,0,0.217119598,2.17E-05,0,200,200,0,200,PCG
90.2001543,17/12/2019,110.8645554,17/01/2020,111.1727524,111.1727524,113.0818465,0,Not Called,0,0.308197021,0,0.308197021,0.308197021,3.08E-05,0,27.79941889,0,27.79941889,27.79941889,EXPE
184.0519011,17/12/2019,54.33250046,17/01/2020,55.41915047,57.69749832,55.41915047,0,Called,0,1.086650009,1.086650009,0,1.086650009,0.000108665,0,200,200,0,200,DXCM
140.1541726,17/12/2019,71.34999847,17/01/2020,72.77699844,73.59999847,72.77699844,0,Called,0,1.426999969,1.426999969,0,1.426999969,0.0001427,0,200,200,0,200,AXON
89.95009826,17/01/2020,111.1727524,19/02/2020,113.3962074,121.1745224,113.3962074,0,Called,0,2.223455048,2.223455048,0,2.223455048,0.000222346,0,200,200,0,200,EXPE
768.3302357,17/01/2020,13.01523685,19/02/2020,13.27554159,17.4233017,13.27554159,0,Called,0,0.260304737,0.260304737,0,0.260304737,2.60E-05,0,200,200,0,200,PCG
346.1513728,17/01/2020,28.88909531,19/02/2020,25.36929321,25.36929321,29.46687721,0,Not Called,0,-3.519802094,0,-3.519802094,-3.519802094,-0.00035198,0,-1218.384327,0,-1218.384327,-1218.384327,APA
1287.737586,17/01/2020,7.765557289,19/02/2020,5.601539612,5.601539612,7.920868435,0,Not Called,0,-2.164017677,0,-2.164017677,-2.164017677,-0.000216402,0,-2786.686901,0,-2786.686901,-2786.686901,EQT
3487.96639,17/01/2020,2.867000103,19/02/2020,2.756000042,2.756000042,2.924340105,0,Not Called,0,-0.111000061,0,-0.111000061,-0.111000061,-1.11E-05,0,-387.1644822,0,-387.1644822,-387.1644822,SMCI
394.1773196,19/02/2020,25.36929321,19/03/2020,4.410888672,4.410888672,25.87667908,0,Not Called,0,-20.95840454,0,-20.95840454,-20.95840454,-0.00209584,0,-8261.327726,0,-8261.327726,-8261.327726,APA
1785.223473,19/02/2020,5.601539612,19/03/2020,5.713570404,7.65828228,5.713570404,0,Called,0,0.112030792,0.112030792,0,0.112030792,1.12E-05,0,200,200,0,200,EQT
3628.446969,19/02/2020,2.756000042,19/03/2020,1.610000014,1.610000014,2.811120043,0,Not Called,0,-1.146000028,0,-1.146000028,-1.146000028,-0.0001146,0,-4158.200327,0,-4158.200327,-4158.200327,SMCI
174.7640648,19/02/2020,57.22000122,19/03/2020,26.25,26.25,58.36440125,0,Not Called,0,-30.97000122,0,-30.97000122,-30.97000122,-0.003097,0,-5412.4433,0,-5412.4433,-5412.4433,ENPH
163.5020005,19/02/2020,61.16133118,19/03/2020,28.50933266,28.50933266,62.3845578,0,Not Called,0,-32.65199852,0,-32.65199852,-32.65199852,-0.0032652,0,-5338.667078,0,-5338.667078,-5338.667078,TSLA
2267.116843,19/03/2020,4.410888672,20/04/2020,4.499106445,7.556430817,4.499106445,0,Called,0,0.088217773,0.088217773,0,0.088217773,8.82E-06,0,200,200,0,200,APA
6211.180069,19/03/2020,1.610000014,20/04/2020,1.642200015,2.16899991,1.642200015,0,Called,0,0.0322,0.0322,0,0.0322,3.22E-06,0,200,200,0,200,SMCI
380.952381,19/03/2020,26.25,20/04/2020,26.775,39.00999832,26.775,0,Called,0,0.525,0.525,0,0.525,5.25E-05,0,200,200,0,200,ENPH
350.7623318,19/03/2020,28.50933266,20/04/2020,29.07951931,49.75733185,29.07951931,0,Called,0,0.570186653,0.570186653,0,0.570186653,5.70E-05,0,200,200,0,200,TSLA
1731.653176,19/03/2020,5.774828434,20/04/2020,5.890325003,7.121384621,5.890325003,0,Called,0,0.115496569,0.115496569,0,0.115496569,1.15E-05,0,200,200,0,200,TRGP
1404.221304,20/04/2020,7.121384621,19/05/2020,7.263812313,15.23502159,7.263812313,0,Called,0,0.142427692,0.142427692,0,0.142427692,1.42E-05,0,200,200,0,200,TRGP
622.2775476,20/04/2020,16.06999969,19/05/2020,16.39139969,28.76000023,16.39139969,0,Called,0,0.321399994,0.321399994,0,0.321399994,3.21E-05,0,200,200,0,200,CZR
1323.376107,20/04/2020,7.556430817,19/05/2020,7.707559433,10.15269852,7.707559433,0,Called,0,0.151128616,0.151128616,0,0.151128616,1.51E-05,0,200,200,0,200,APA
870.3220365,20/04/2020,11.48999977,19/05/2020,11.71979977,12.43000031,11.71979977,0,Called,0,0.229799995,0.229799995,0,0.229799995,2.30E-05,0,200,200,0,200,NCLH
830.6812479,20/04/2020,12.03831196,19/05/2020,12.2790782,13.74031162,12.2790782,0,Called,0,0.240766239,0.240766239,0,0.240766239,2.41E-05,0,200,200,0,200,OXY
804.5052095,19/05/2020,12.43000031,18/06/2020,12.67860031,19.30999947,12.67860031,0,Called,0,0.248600006,0.248600006,0,0.248600006,2.49E-05,0,200,200,0,200,NCLH
239.1860172,19/05/2020,41.80846405,18/06/2020,42.64463333,58.86909103,42.64463333,0,Called,0,0.836169281,0.836169281,0,0.836169281,8.36E-05,0,200,200,0,200,RCL
347.7051433,19/05/2020,28.76000023,18/06/2020,29.33520023,40.77000046,29.33520023,0,Called,0,0.575200005,0.575200005,0,0.575200005,5.75E-05,0,200,200,0,200,CZR
422.2972919,19/05/2020,23.68000031,18/06/2020,24.15360031,39.34000015,24.15360031,0,Called,0,0.473600006,0.473600006,0,0.473600006,4.74E-05,0,200,200,0,200,UAL
984.9598098,19/05/2020,10.15269852,18/06/2020,10.35575249,12.70874596,10.35575249,0,Called,0,0.20305397,0.20305397,0,0.20305397,2.03E-05,0,200,200,0,200,APA
517.8664048,18/06/2020,19.30999947,20/07/2020,14.89000034,14.89000034,19.69619946,0,Not Called,0,-4.419999123,0,-4.419999123,-4.419999123,-0.000442,0,-2288.969055,0,-2288.969055,-2288.969055,NCLH
254.1942034,18/06/2020,39.34000015,20/07/2020,32.33000183,32.33000183,40.12680016,0,Not Called,0,-7.009998322,0,-7.009998322,-7.009998322,-0.000701,0,-1781.900939,0,-1781.900939,-1781.900939,UAL
531.3813027,18/06/2020,18.81887817,20/07/2020,15.01109219,15.01109219,19.19525574,0,Not Called,0,-3.807785988,0,-3.807785988,-3.807785988,-0.000380779,0,-2023.386279,0,-2023.386279,-2023.386279,OXY
531.3496367,18/06/2020,18.81999969,20/07/2020,15,15,19.19639969,0,Not Called,0,-3.819999695,0,-3.819999695,-3.819999695,-0.000382,0,-2029.75545,0,-2029.75545,-2029.75545,CCL
169.8684288,18/06/2020,58.86909103,20/07/2020,51.97540665,51.97540665,60.04647285,0,Not Called,0,-6.893684387,0,-6.893684387,-6.893684387,-0.000689368,0,-1171.019336,0,-1171.019336,-1171.019336,RCL
671.5916568,20/07/2020,14.89000034,18/08/2020,15.18780035,15.19999981,15.18780035,0,Called,0,0.297800007,0.297800007,0,0.297800007,2.98E-05,0,200,200,0,200,NCLH
309.3102207,20/07/2020,32.33000183,18/08/2020,32.97660187,33.97999954,32.97660187,0,Called,0,0.646600037,0.646600037,0,0.646600037,6.47E-05,0,200,200,0,200,UAL
666.1740449,20/07/2020,15.01109219,18/08/2020,13.34638405,13.34638405,15.31131403,0,Not Called,0,-1.664708138,0,-1.664708138,-1.664708138,-0.000166471,0,-1108.985354,0,-1108.985354,-1108.985354,OXY
666.6666667,20/07/2020,15,18/08/2020,14.40999985,14.40999985,15.3,0,Not Called,0,-0.590000153,0,-0.590000153,-0.590000153,-5.90E-05,0,-393.3334351,0,-393.3334351,-393.3334351,CCL
192.3986871,20/07/2020,51.97540665,18/08/2020,53.01491478,59.91058731,53.01491478,0,Called,0,1.039508133,1.039508133,0,1.039508133,0.000103951,0,200,200,0,200,RCL
749.2666151,18/08/2020,13.34638405,17/09/2020,11.35793018,11.35793018,13.61331173,0,Not Called,0,-1.988453865,0,-1.988453865,-1.988453865,-0.000198845,0,-1489.882097,0,-1489.882097,-1489.882097,OXY
693.9625334,18/08/2020,14.40999985,17/09/2020,14.69819984,16.23999977,14.69819984,0,Called,0,0.288199997,0.288199997,0,0.288199997,2.88E-05,0,200,200,0,200,CCL
657.8947451,18/08/2020,15.19999981,17/09/2020,15.50399981,17.26000023,15.50399981,0,Called,0,0.303999996,0.303999996,0,0.303999996,3.04E-05,0,200,200,0,200,NCLH
149.1869339,18/08/2020,67.02999878,17/09/2020,67.88999939,67.88999939,68.37059875,0,Not Called,0,0.86000061,0,0.86000061,0.86000061,8.60E-05,0,128.3008542,0,128.3008542,128.3008542,MRNA
418.5913086,18/08/2020,23.88965034,17/09/2020,24.36744335,24.65068436,24.36744335,0,Called,0,0.477793007,0.477793007,0,0.477793007,4.78E-05,0,200,200,0,200,FE
880.4421086,17/09/2020,11.35793018,16/10/2020,9.66286087,9.66286087,11.58508879,0,Not Called,0,-1.695069313,0,-1.695069313,-1.695069313,-0.000169507,0,-1492.4104,0,-1492.4104,-1492.4104,OXY
147.2970996,17/09/2020,67.88999939,16/10/2020,69.24779938,73.94000244,69.24779938,0,Called,0,1.357799988,1.357799988,0,1.357799988,0.00013578,0,200,200,0,200,MRNA
70.84996717,17/09/2020,141.1433258,16/10/2020,143.9661923,146.5566711,143.9661923,0,Called,0,2.822866516,2.822866516,0,2.822866516,0.000282287,0,200,200,0,200,TSLA
41.18780978,17/09/2020,242.7902832,16/10/2020,247.6460889,256.7105713,247.6460889,0,Called,0,4.855805664,4.855805664,0,4.855805664,0.000485581,0,200,200,0,200,CRM
615.7635555,17/09/2020,16.23999977,16/10/2020,14.07999992,14.07999992,16.56479977,0,Not Called,0,-2.159999847,0,-2.159999847,-2.159999847,-0.000216,0,-1330.049186,0,-1330.049186,-1330.049186,CCL
1034.890198,16/10/2020,9.66286087,16/11/2020,9.856118088,12.16237164,9.856118088,0,Called,0,0.193257217,0.193257217,0,0.193257217,1.93E-05,0,200,200,0,200,OXY
710.2272766,16/10/2020,14.07999992,16/11/2020,14.36159992,17.56999969,14.36159992,0,Called,0,0.281599998,0.281599998,0,0.281599998,2.82E-05,0,200,200,0,200,CCL
68.23299084,16/10/2020,146.5566711,16/11/2020,136.0299988,136.0299988,149.4878046,0,Not Called,0,-10.52667236,0,-10.52667236,-10.52667236,-0.001052667,0,-718.266339,0,-718.266339,-718.266339,TSLA
1191.950343,16/10/2020,8.389611244,16/11/2020,8.557403469,10.00043011,8.557403469,0,Called,0,0.167792225,0.167792225,0,0.167792225,1.68E-05,0,200,200,0,200,APA
45.85473182,16/10/2020,218.0800018,16/11/2020,222.4416019,224.2700043,222.4416019,0,Called,0,4.361600037,4.361600037,0,4.361600037,0.00043616,0,200,200,0,200,VRTX
73.51319628,16/11/2020,136.0299988,16/12/2020,138.7505988,207.5899963,138.7505988,0,Called,0,2.720599976,2.720599976,0,2.720599976,0.00027206,0,200,200,0,200,TSLA
39.8469865,16/11/2020,250.9600067,16/12/2020,248.1900024,248.1900024,255.9792068,0,Not Called,0,-2.770004272,0,-2.770004272,-2.770004272,-0.000277,0,-110.3763229,0,-110.3763229,-110.3763229,BIIB
569.1519735,16/11/2020,17.56999969,16/12/2020,17.92139969,21.76000023,17.92139969,0,Called,0,0.351399994,0.351399994,0,0.351399994,3.51E-05,0,200,200,0,200,CCL
133.5323196,16/11/2020,74.888237,16/12/2020,73.05322266,73.05322266,76.38600174,0,Not Called,0,-1.835014343,0,-1.835014343,-1.835014343,-0.000183501,0,-245.0337218,0,-245.0337218,-245.0337218,RCL
336.6487001,16/11/2020,29.70455551,16/12/2020,30.29864662,39.39388275,30.29864662,0,Called,0,0.59409111,0.59409111,0,0.59409111,5.94E-05,0,200,200,0,200,FANG
40.2917116,16/12/2020,248.1900024,19/01/2021,253.1538025,273.8399963,253.1538025,0,Called,0,4.963800049,4.963800049,0,4.963800049,0.00049638,0,200,200,0,200,BIIB
136.8865005,16/12/2020,73.05322266,19/01/2021,72.88459778,72.88459778,74.51428711,0,Not Called,0,-0.168624878,0,-0.168624878,-0.168624878,-1.69E-05,0,-23.08246944,0,-23.08246944,-23.08246944,RCL
385.802468,16/12/2020,25.92000008,19/01/2021,26.43840008,26.62000084,26.43840008,0,Called,0,0.518400002,0.518400002,0,0.518400002,5.18E-05,0,200,200,0,200,PLTR
459.5588187,16/12/2020,21.76000023,19/01/2021,20.87000084,20.87000084,22.19520023,0,Not Called,0,-0.88999939,0,-0.88999939,-0.88999939,-8.90E-05,0,-409.0070681,0,-409.0070681,-409.0070681,CCL
253.8465188,16/12/2020,39.39388275,19/01/2021,40.18176041,49.62058258,40.18176041,0,Called,0,0.787877655,0.787877655,0,0.787877655,7.88E-05,0,200,200,0,200,FANG
137.2031994,19/01/2021,72.88459778,18/02/2021,74.34228973,74.51131439,74.34228973,0,Called,0,1.457691956,1.457691956,0,1.457691956,0.000145769,0,200,200,0,200,RCL
479.156665,19/01/2021,20.87000084,18/02/2021,21.28740086,22.88999939,21.28740086,0,Called,0,0.417400017,0.417400017,0,0.417400017,4.17E-05,0,200,200,0,200,CCL
452.3876354,19/01/2021,22.1049366,18/02/2021,22.54703533,24.2224865,22.54703533,0,Called,0,0.442098732,0.442098732,0,0.442098732,4.42E-05,0,200,200,0,200,OXY
375.6573886,19/01/2021,26.62000084,18/02/2021,25.17000008,25.17000008,27.15240086,0,Not Called,0,-1.450000763,0,-1.450000763,-1.450000763,-0.000145,0,-544.7035001,0,-544.7035001,-544.7035001,PLTR
79.99359914,19/01/2021,125.0100021,18/02/2021,127.5102022,169.5700073,127.5102022,0,Called,0,2.500200043,2.500200043,0,2.500200043,0.00025002,0,200,200,0,200,MRNA
397.2983699,18/02/2021,25.17000008,19/03/2021,24.31999969,24.31999969,25.67340008,0,Not Called,0,-0.850000381,0,-0.850000381,-0.850000381,-8.50E-05,0,-337.7037659,0,-337.7037659,-337.7037659,PLTR
49.98500511,18/02/2021,200.0599976,19/03/2021,135.0299988,135.0299988,204.0611975,0,Not Called,0,-65.02999878,0,-65.02999878,-65.02999878,-0.006503,0,-3250.524821,0,-3250.524821,-3250.524821,DASH
412.8395325,18/02/2021,24.2224865,19/03/2021,24.70693623,26.93356133,24.70693623,0,Called,0,0.48444973,0.48444973,0,0.48444973,4.84E-05,0,200,200,0,200,OXY
55.29750167,18/02/2021,180.8399963,19/03/2021,154.9499969,154.9499969,184.4567963,0,Not Called,0,-25.88999939,0,-25.88999939,-25.88999939,-0.002589,0,-1431.652285,0,-1431.652285,-1431.652285,ENPH
50.49485124,18/02/2021,198.0399933,19/03/2021,194.3899994,194.3899994,202.0007932,0,Not Called,0,-3.649993896,0,-3.649993896,-3.649993896,-0.000364999,0,-184.3058988,0,-184.3058988,-184.3058988,ABNB
411.1842157,19/03/2021,24.31999969,20/04/2021,21.78000069,21.78000069,24.80639969,0,Not Called,0,-2.539999008,0,-2.539999008,-2.539999008,-0.000254,0,-1044.4075,0,-1044.4075,-1044.4075,PLTR
74.0576175,19/03/2021,135.0299988,20/04/2021,137.7305988,144.3500061,137.7305988,0,Called,0,2.700599976,2.700599976,0,2.700599976,0.00027006,0,200,200,0,200,DASH
64.53694867,19/03/2021,154.9499969,20/04/2021,147,147,158.0489969,0,Not Called,0,-7.949996948,0,-7.949996948,-7.949996948,-0.000795,0,-513.068545,0,-513.068545,-513.068545,ENPH
51.44297562,19/03/2021,194.3899994,20/04/2021,169.5700073,169.5700073,198.2777994,0,Not Called,0,-24.81999207,0,-24.81999207,-24.81999207,-0.002481999,0,-1276.814247,0,-1276.814247,-1276.814247,ABNB
635.19071,19/03/2021,15.7433033,20/04/2021,16.05816936,16.20741272,16.05816936,0,Called,0,0.314866066,0.314866066,0,0.314866066,3.15E-05,0,200,200,0,200,VST
459.1368083,20/04/2021,21.78000069,19/05/2021,20.67000008,20.67000008,22.2156007,0,Not Called,0,-1.11000061,0,-1.11000061,-1.11000061,-0.000111,0,-509.6421374,0,-509.6421374,-509.6421374,PLTR
68.02721088,20/04/2021,147,19/05/2021,130.6699982,130.6699982,149.94,0,Not Called,0,-16.33000183,0,-16.33000183,-16.33000183,-0.001633,0,-1110.884478,0,-1110.884478,-1110.884478,ENPH
58.97269309,20/04/2021,169.5700073,19/05/2021,138.1900024,138.1900024,172.9614075,0,Not Called,0,-31.38000488,0,-31.38000488,-31.38000488,-0.003138,0,-1850.563397,0,-1850.563397,-1850.563397,ABNB
292.6308366,20/04/2021,34.17274857,19/05/2021,34.85620354,35.7678299,34.85620354,0,Called,0,0.683454971,0.683454971,0,0.683454971,6.83E-05,0,200,200,0,200,PARA
281.9283805,20/04/2021,35.47000122,19/05/2021,33.11000061,33.11000061,36.17940125,0,Not Called,0,-2.36000061,0,-2.36000061,-2.36000061,-0.000236,0,-665.35115,0,-665.35115,-665.35115,WBD
483.7929348,19/05/2021,20.67000008,18/06/2021,21.08340008,25.37000084,21.08340008,0,Called,0,0.413400002,0.413400002,0,0.413400002,4.13E-05,0,200,200,0,200,PLTR
76.52866106,19/05/2021,130.6699982,18/06/2021,133.2833981,165.8500061,133.2833981,0,Called,0,2.613399963,2.613399963,0,2.613399963,0.00026134,0,200,200,0,200,ENPH
72.36413506,19/05/2021,138.1900024,18/06/2021,140.9538025,152.5200043,140.9538025,0,Called,0,2.763800049,2.763800049,0,2.763800049,0.00027638,0,200,200,0,200,ABNB
302.0235523,19/05/2021,33.11000061,18/06/2021,29.07999992,29.07999992,33.77220062,0,Not Called,0,-4.030000687,0,-4.030000687,-4.030000687,-0.000403,0,-1217.155123,0,-1217.155123,-1217.155123,WBD
71.32667773,19/05/2021,140.1999969,18/06/2021,143.0039969,167.3300018,143.0039969,0,Called,0,2.803999939,2.803999939,0,2.803999939,0.0002804,0,200,200,0,200,DASH
343.8789555,18/06/2021,29.07999992,20/07/2021,28.12999916,28.12999916,29.66159992,0,Not Called,0,-0.950000763,0,-0.950000763,-0.950000763,-9.50E-05,0,-326.6852701,0,-326.6852701,-326.6852701,WBD
25.74400149,18/06/2021,388.4400024,20/07/2021,322.4899902,322.4899902,396.2088025,0,Not Called,0,-65.95001221,0,-65.95001221,-65.95001221,-0.006595001,0,-1697.817212,0,-1697.817212,-1697.817212,BIIB
59.762146,18/06/2021,167.3300018,20/07/2021,170.6766019,177.5599976,170.6766019,0,Called,0,3.346600037,3.346600037,0,3.346600037,0.00033466,0,200,200,0,200,DASH
372.6153634,18/06/2021,26.83732605,20/07/2021,24.32522392,24.32522392,27.37407257,0,Not Called,0,-2.512102127,0,-2.512102127,-2.512102127,-0.00025121,0,-936.0478471,0,-936.0478471,-936.0478471,OXY
545.5361985,18/06/2021,18.33058929,20/07/2021,18.47276115,18.47276115,18.69720108,0,Not Called,0,0.14217186,0,0.14217186,0.14217186,1.42E-05,0,77.5598959,0,77.5598959,77.5598959,EQT
355.4923675,20/07/2021,28.12999916,18/08/2021,28.45000076,28.45000076,28.69259914,0,Not Called,0,0.320001602,0,0.320001602,0.320001602,3.20E-05,0,113.7581272,0,113.7581272,113.7581272,WBD
31.00871439,20/07/2021,322.4899902,18/08/2021,328.93979,341.8699951,328.93979,0,Called,0,6.449799805,6.449799805,0,6.449799805,0.00064498,0,200,200,0,200,BIIB
411.0959073,20/07/2021,24.32522392,18/08/2021,22.4842968,22.4842968,24.8117284,0,Not Called,0,-1.840927124,0,-1.840927124,-1.840927124,-0.000184093,0,-756.7976064,0,-756.7976064,-756.7976064,OXY
541.3375898,20/07/2021,18.47276115,18/08/2021,15.5629921,15.5629921,18.84221638,0,Not Called,0,-2.909769058,0,-2.909769058,-2.909769058,-0.000290977,0,-1575.167369,0,-1575.167369,-1575.167369,EQT
32.53831529,20/07/2021,307.3299866,18/08/2021,313.4765863,398.7999878,313.4765863,0,Called,0,6.146599731,6.146599731,0,6.146599731,0.00061466,0,200,200,0,200,MRNA
351.4938394,18/08/2021,28.45000076,17/09/2021,26.87999916,26.87999916,29.01900078,0,Not Called,0,-1.570001602,0,-1.570001602,-1.570001602,-0.000157,0,-551.8458911,0,-551.8458911,-551.8458911,WBD
444.7548478,18/08/2021,22.4842968,17/09/2021,22.93398273,25.84094238,22.93398273,0,Called,0,0.449685936,0.449685936,0,0.449685936,4.50E-05,0,200,200,0,200,OXY
642.5499633,18/08/2021,15.5629921,17/09/2021,15.87425194,17.84720802,15.87425194,0,Called,0,0.311259842,0.311259842,0,0.311259842,3.11E-05,0,200,200,0,200,EQT
25.07522644,18/08/2021,398.7999878,17/09/2021,406.7759875,430.0499878,406.7759875,0,Called,0,7.975999756,7.975999756,0,7.975999756,0.0007976,0,200,200,0,200,MRNA
418.4100485,18/08/2021,23.89999962,17/09/2021,24.37799961,25.59000015,24.37799961,0,Called,0,0.477999992,0.477999992,0,0.477999992,4.78E-05,0,200,200,0,200,NCLH
372.0238211,17/09/2021,26.87999916,18/10/2021,24.67000008,24.67000008,27.41759914,0,Not Called,0,-2.209999084,0,-2.209999084,-2.209999084,-0.000221,0,-822.1723041,0,-822.1723041,-822.1723041,WBD
23.25311076,17/09/2021,430.0499878,18/10/2021,334.8399963,334.8399963,438.6509875,0,Not Called,0,-95.20999146,0,-95.20999146,-95.20999146,-0.009520999,0,-2213.928477,0,-2213.928477,-2213.928477,MRNA
550.7154002,17/09/2021,18.15819931,18/10/2021,18.5213633,24.28004837,18.5213633,0,Called,0,0.363163986,0.363163986,0,0.363163986,3.63E-05,0,200,200,0,200,APA
386.9827908,17/09/2021,25.84094238,18/10/2021,26.35776123,31.58656693,26.35776123,0,Called,0,0.516818848,0.516818848,0,0.516818848,5.17E-05,0,200,200,0,200,OXY
125.9525212,17/09/2021,79.39499664,18/10/2021,80.98289658,85.86166382,80.98289658,0,Called,0,1.587899933,1.587899933,0,1.587899933,0.00015879,0,200,200,0,200,PANW
405.350627,18/10/2021,24.67000008,16/11/2021,25.16340008,27.72999954,25.16340008,0,Called,0,0.493400002,0.493400002,0,0.493400002,4.93E-05,0,200,200,0,200,WBD
29.86501048,18/10/2021,334.8399963,16/11/2021,234.2799988,234.2799988,341.5367963,0,Not Called,0,-100.5599976,0,-100.5599976,-100.5599976,-0.010056,0,-3003.225381,0,-3003.225381,-3003.225381,MRNA
411.860794,18/10/2021,24.28004837,16/11/2021,24.76564934,26.76678658,24.76564934,0,Called,0,0.485600967,0.485600967,0,0.485600967,4.86E-05,0,200,200,0,200,APA
525.9557003,18/10/2021,19.01300812,16/11/2021,19.39326828,20.85176086,19.39326828,0,Called,0,0.380260162,0.380260162,0,0.380260162,3.80E-05,0,200,200,0,200,EQT
273.5744608,18/10/2021,36.55311966,16/11/2021,37.28418205,37.55847168,37.28418205,0,Called,0,0.731062393,0.731062393,0,0.731062393,7.31E-05,0,200,200,0,200,FCX
42.68396812,16/11/2021,234.2799988,16/12/2021,238.9655988,282.019989,238.9655988,0,Called,0,4.685599976,4.685599976,0,4.685599976,0.00046856,0,200,200,0,200,MRNA
39.74720834,16/11/2021,251.5899963,16/12/2021,190.8500061,190.8500061,256.6217963,0,Not Called,0,-60.73999023,0,-60.73999023,-60.73999023,-0.006073999,0,-2414.245046,0,-2414.245046,-2414.245046,ENPH
28.44329881,16/11/2021,351.5766602,16/12/2021,308.9733276,308.9733276,358.6081934,0,Not Called,0,-42.60333252,0,-42.60333252,-42.60333252,-0.004260333,0,-1211.779317,0,-1211.779317,-1211.779317,TSLA
